target,avg_grade,risk_score
Graduate,13.35,1
Graduate,12.83,2
Graduate,12.41,2
Graduate,12.79,2
Dropout,0.0,3
Graduate,13.59,1
Graduate,11.29,2
Graduate,11.93,2
Graduate,0.0,3
Graduate,13.81,1
Dropout,6.0,3
Enrolled,12.0,2
Graduate,13.13,1
Graduate,12.75,2
Dropout,13.07,1
Enrolled,12.13,2
Graduate,12.08,2
Graduate,12.21,2
Graduate,12.83,2
Graduate,12.89,2
Graduate,13.0,1
Graduate,11.65,2
Graduate,13.48,1
Dropout,0.0,3
Dropout,5.83,3
Graduate,12.08,2
Dropout,13.67,1
Graduate,14.05,1
Graduate,14.73,1
Graduate,12.11,2
Graduate,12.0,2
Graduate,12.91,2
Graduate,11.83,2
Enrolled,12.92,2
Graduate,12.5,2
Enrolled,11.08,2
Enrolled,15.0,1
Graduate,15.27,1
Graduate,13.25,1
Graduate,11.95,2
Dropout,7.0,3
Dropout,6.42,3
Graduate,14.09,1
Dropout,0.0,3
Enrolled,11.58,2
Graduate,15.17,1
Graduate,12.83,2
Graduate,13.23,1
Graduate,14.08,1
Dropout,5.0,3
Graduate,12.8,2
Enrolled,13.42,1
Graduate,12.0,2
Dropout,5.25,3
Enrolled,11.0,2
Enrolled,10.5,2
Graduate,11.7,2
Enrolled,0.0,3
Enrolled,11.08,2
Dropout,13.75,1
Graduate,13.05,1
Graduate,13.07,1
Dropout,5.38,3
Enrolled,6.0,3
Graduate,13.67,1
Graduate,12.88,2
Graduate,14.13,1
Enrolled,10.93,2
Enrolled,11.9,2
Graduate,14.17,1
Graduate,14.4,1
Graduate,15.93,1
Graduate,13.4,1
Graduate,14.98,1
Graduate,14.0,1
Graduate,15.02,1
Dropout,11.25,2
Dropout,10.25,2
Graduate,13.98,1
Graduate,12.92,2
Graduate,13.33,1
Dropout,0.0,3
Graduate,14.9,1
Enrolled,11.63,2
Graduate,13.92,1
Graduate,12.1,2
Enrolled,12.33,2
Enrolled,10.75,2
Dropout,11.42,2
Enrolled,12.2,2
Dropout,0.0,3
Enrolled,12.33,2
Graduate,11.25,2
Dropout,11.92,2
Enrolled,11.0,2
Graduate,12.42,2
Dropout,11.8,2
Dropout,0.0,3
Enrolled,12.5,2
Enrolled,12.7,2
Dropout,13.15,1
Enrolled,11.79,2
Graduate,12.56,2
Dropout,0.0,3
Dropout,11.75,2
Graduate,13.0,1
Graduate,13.2,1
Dropout,13.07,1
Graduate,11.88,2
Dropout,10.5,2
Graduate,13.07,1
Graduate,13.5,1
Graduate,16.0,1
Dropout,0.0,3
Dropout,12.7,2
Dropout,12.3,2
Dropout,6.1,3
Graduate,11.9,2
Dropout,12.37,2
Graduate,13.7,1
Enrolled,11.73,2
Graduate,11.92,2
Graduate,12.66,2
Dropout,10.75,2
Graduate,12.17,2
Dropout,6.0,3
Graduate,14.62,1
Enrolled,12.2,2
Enrolled,11.28,2
Enrolled,13.54,1
Dropout,11.5,2
Dropout,5.38,3
Graduate,12.55,2
Graduate,12.67,2
Enrolled,12.86,2
Dropout,5.88,3
Dropout,5.5,3
Graduate,0.0,3
Graduate,12.8,2
Graduate,12.35,2
Dropout,0.0,3
Graduate,11.75,2
Dropout,6.17,3
Dropout,12.5,2
Graduate,13.32,1
Dropout,0.0,3
Enrolled,12.71,2
Dropout,11.9,2
Dropout,12.42,2
Dropout,12.0,2
Enrolled,13.6,1
Dropout,13.1,1
Graduate,13.65,1
Dropout,0.0,3
Graduate,13.87,1
Graduate,12.68,2
Graduate,0.0,3
Enrolled,12.25,2
Dropout,0.0,3
Dropout,11.6,2
Dropout,11.04,2
Graduate,14.18,1
Dropout,12.09,2
Dropout,0.0,3
Graduate,14.08,1
Dropout,11.13,2
Graduate,13.48,1
Dropout,11.0,2
Enrolled,11.64,2
Dropout,6.13,3
Enrolled,11.89,2
Graduate,13.73,1
Dropout,11.5,2
Enrolled,11.75,2
Graduate,12.65,2
Enrolled,10.96,2
Dropout,6.58,3
Graduate,14.62,1
Enrolled,0.0,3
Graduate,16.3,1
Graduate,12.53,2
Dropout,6.39,3
Dropout,5.0,3
Graduate,11.83,2
Dropout,0.0,3
Enrolled,11.4,2
Enrolled,10.5,2
Dropout,0.0,3
Enrolled,0.0,3
Dropout,6.0,3
Dropout,10.88,2
Graduate,12.55,2
Graduate,11.7,2
Graduate,15.58,1
Graduate,12.08,2
Enrolled,13.95,1
Dropout,0.0,3
Enrolled,12.83,2
Dropout,12.68,2
Graduate,13.4,1
Dropout,0.0,3
Dropout,5.0,3
Dropout,0.0,3
Dropout,11.23,2
Enrolled,0.0,3
Dropout,12.33,2
Graduate,12.58,2
Dropout,0.0,3
Graduate,13.4,1
Enrolled,12.0,2
Graduate,14.83,1
Dropout,0.0,3
Dropout,5.75,3
Graduate,12.4,2
Dropout,16.55,1
Graduate,13.27,1
Enrolled,0.0,3
Graduate,14.33,1
Graduate,14.12,1
Graduate,13.98,1
Graduate,13.77,1
Enrolled,11.38,2
Enrolled,12.71,2
Dropout,11.0,2
Graduate,12.42,2
Enrolled,10.75,2
Graduate,13.93,1
Graduate,14.31,1
Enrolled,14.96,1
Graduate,12.7,2
Graduate,13.77,1
Graduate,12.15,2
Enrolled,14.01,1
Enrolled,11.83,2
Graduate,13.4,1
Graduate,15.4,1
Graduate,14.66,1
Dropout,10.93,2
Graduate,11.67,2
Graduate,14.05,1
Graduate,13.27,1
Graduate,12.42,2
Graduate,13.92,1
Graduate,14.12,1
Dropout,10.92,2
Graduate,13.29,1
Enrolled,12.1,2
Dropout,0.0,3
Dropout,0.0,3
Dropout,11.55,2
Dropout,0.0,3
Graduate,13.82,1
Dropout,0.0,3
Graduate,13.3,1
Dropout,13.6,1
Graduate,11.81,2
Dropout,10.0,2
Dropout,0.0,3
Enrolled,0.0,3
Enrolled,11.4,2
Dropout,13.18,1
Enrolled,10.92,2
Enrolled,12.0,2
Graduate,12.54,2
Enrolled,11.13,2
Graduate,13.11,1
Graduate,14.41,1
Dropout,0.0,3
Graduate,12.27,2
Dropout,5.0,3
Graduate,13.71,1
Graduate,13.05,1
Enrolled,12.86,2
Graduate,14.25,1
Enrolled,12.65,2
Graduate,15.08,1
Enrolled,0.0,3
Enrolled,13.18,1
Graduate,13.18,1
Graduate,12.07,2
Graduate,13.45,1
Dropout,10.67,2
Enrolled,11.17,2
Enrolled,12.93,2
Graduate,12.97,2
Graduate,13.09,1
Dropout,12.5,2
Enrolled,11.17,2
Dropout,0.0,3
Dropout,0.0,3
Dropout,11.75,2
Graduate,14.5,1
Graduate,11.79,2
Graduate,0.0,3
Enrolled,0.0,3
Graduate,12.76,2
Dropout,0.0,3
Graduate,13.67,1
Graduate,13.07,1
Dropout,11.5,2
Graduate,15.75,1
Dropout,0.0,3
Graduate,14.94,1
Graduate,16.02,1
Graduate,11.26,2
Graduate,12.04,2
Graduate,11.8,2
Enrolled,14.38,1
Graduate,12.42,2
Enrolled,12.75,2
Graduate,12.67,2
Dropout,12.56,2
Graduate,13.71,1
Graduate,11.13,2
Graduate,0.0,3
Graduate,11.66,2
Graduate,14.27,1
Enrolled,12.43,2
Graduate,12.55,2
Enrolled,5.5,3
Graduate,12.77,2
Dropout,0.0,3
Graduate,14.54,1
Enrolled,13.94,1
Enrolled,12.71,2
Dropout,12.54,2
Graduate,13.37,1
Graduate,11.17,2
Enrolled,12.58,2
Dropout,0.0,3
Graduate,12.1,2
Enrolled,11.8,2
Enrolled,13.58,1
Enrolled,11.5,2
Graduate,14.23,1
Graduate,12.55,2
Dropout,0.0,3
Enrolled,12.77,2
Dropout,0.0,3
Graduate,16.25,1
Enrolled,11.5,2
Graduate,11.8,2
Graduate,12.93,2
Dropout,0.0,3
Enrolled,10.75,2
Graduate,13.14,1
Dropout,7.0,3
Dropout,0.0,3
Dropout,11.78,2
Graduate,13.7,1
Dropout,0.0,3
Graduate,14.25,1
Graduate,11.32,2
Graduate,14.04,1
Dropout,0.0,3
Dropout,12.85,2
Graduate,14.17,1
Dropout,0.0,3
Graduate,13.1,1
Enrolled,12.75,2
Graduate,12.5,2
Graduate,12.1,2
Graduate,12.25,2
Graduate,12.22,2
Dropout,11.5,2
Graduate,16.5,1
Dropout,0.0,3
Graduate,13.75,1
Enrolled,13.75,1
Graduate,14.6,1
Graduate,10.93,2
Dropout,0.0,3
Enrolled,11.0,2
Graduate,12.54,2
Dropout,0.0,3
Enrolled,11.73,2
Dropout,0.0,3
Enrolled,11.92,2
Dropout,12.44,2
Dropout,12.08,2
Graduate,11.73,2
Enrolled,11.1,2
Dropout,11.0,2
Graduate,11.92,2
Graduate,14.77,1
Graduate,13.98,1
Graduate,12.1,2
Graduate,12.99,2
Graduate,12.8,2
Graduate,13.9,1
Graduate,13.13,1
Dropout,0.0,3
Graduate,12.8,2
Dropout,12.22,2
Graduate,12.83,2
Graduate,10.92,2
Enrolled,11.63,2
Graduate,14.09,1
Graduate,12.41,2
Graduate,0.0,3
Enrolled,11.47,2
Dropout,0.0,3
Graduate,12.06,2
Graduate,13.75,1
Dropout,12.0,2
Graduate,12.5,2
Graduate,11.33,2
Graduate,14.07,1
Graduate,13.56,1
Dropout,11.93,2
Dropout,0.0,3
Graduate,13.28,1
Dropout,0.0,3
Graduate,14.56,1
Dropout,0.0,3
Enrolled,11.23,2
Graduate,13.96,1
Graduate,12.65,2
Dropout,11.38,2
Dropout,0.0,3
Graduate,0.0,3
Enrolled,6.63,3
Dropout,11.87,2
Dropout,5.5,3
Graduate,12.76,2
Graduate,14.58,1
Graduate,14.2,1
Graduate,10.83,2
Dropout,0.0,3
Enrolled,13.67,1
Dropout,6.25,3
Dropout,6.5,3
Dropout,0.0,3
Graduate,11.97,2
Dropout,0.0,3
Dropout,14.13,1
Dropout,0.0,3
Dropout,6.38,3
Enrolled,10.88,2
Dropout,0.0,3
Graduate,12.27,2
Enrolled,12.36,2
Graduate,14.04,1
Graduate,13.42,1
Graduate,12.23,2
Dropout,11.63,2
Dropout,0.0,3
Graduate,12.76,2
Graduate,12.33,2
Dropout,11.25,2
Graduate,13.36,1
Graduate,14.25,1
Enrolled,11.87,2
Dropout,0.0,3
Graduate,14.4,1
Graduate,0.0,3
Dropout,0.0,3
Graduate,11.82,2
Dropout,11.67,2
Graduate,13.92,1
Graduate,12.21,2
Graduate,14.14,1
Dropout,11.5,2
Graduate,11.15,2
Dropout,12.89,2
Graduate,13.1,1
Graduate,13.87,1
Enrolled,0.0,3
Graduate,12.33,2
Graduate,12.9,2
Graduate,12.55,2
Dropout,11.83,2
Enrolled,12.5,2
Graduate,11.97,2
Dropout,0.0,3
Graduate,14.62,1
Graduate,12.58,2
Dropout,13.33,1
Graduate,13.25,1
Dropout,13.68,1
Graduate,12.33,2
Graduate,13.56,1
Graduate,14.19,1
Graduate,14.05,1
Graduate,14.35,1
Graduate,13.92,1
Enrolled,11.88,2
Graduate,12.58,2
Graduate,13.13,1
Enrolled,11.48,2
Graduate,13.75,1
Graduate,11.82,2
Dropout,0.0,3
Graduate,12.53,2
Graduate,12.21,2
Graduate,14.38,1
Graduate,12.82,2
Enrolled,11.25,2
Graduate,14.17,1
Dropout,0.0,3
Enrolled,12.71,2
Graduate,12.81,2
Dropout,13.1,1
Dropout,12.76,2
Graduate,12.9,2
Graduate,14.76,1
Graduate,11.13,2
Enrolled,10.88,2
Dropout,14.5,1
Graduate,13.72,1
Graduate,14.38,1
Dropout,13.14,1
Graduate,13.66,1
Graduate,13.67,1
Dropout,0.0,3
Graduate,14.67,1
Graduate,14.16,1
Graduate,14.11,1
Graduate,12.98,2
Graduate,11.07,2
Graduate,12.42,2
Graduate,14.34,1
Dropout,12.63,2
Graduate,0.0,3
Graduate,0.0,3
Graduate,14.0,1
Enrolled,12.57,2
Dropout,11.67,2
Graduate,13.81,1
Graduate,11.25,2
Dropout,12.17,2
Graduate,14.64,1
Graduate,12.43,2
Graduate,13.67,1
Graduate,12.33,2
Graduate,11.08,2
Dropout,0.0,3
Graduate,13.58,1
Graduate,13.33,1
Dropout,11.92,2
Dropout,13.07,1
Enrolled,13.07,1
Graduate,12.97,2
Graduate,12.1,2
Graduate,12.58,2
Graduate,11.88,2
Enrolled,11.29,2
Dropout,13.68,1
Graduate,13.47,1
Graduate,13.07,1
Dropout,11.3,2
Enrolled,11.18,2
Graduate,15.93,1
Dropout,12.8,2
Graduate,14.29,1
Dropout,13.83,1
Graduate,13.83,1
Dropout,0.0,3
Graduate,12.63,2
Graduate,14.23,1
Enrolled,14.5,1
Dropout,5.0,3
Dropout,11.63,2
Graduate,13.25,1
Graduate,11.85,2
Dropout,0.0,3
Graduate,12.38,2
Enrolled,12.11,2
Graduate,12.43,2
Dropout,0.0,3
Enrolled,10.95,2
Dropout,0.0,3
Dropout,11.8,2
Enrolled,12.83,2
Dropout,11.99,2
Enrolled,12.2,2
Dropout,12.5,2
Enrolled,0.0,3
Graduate,11.53,2
Dropout,13.0,1
Graduate,14.68,1
Graduate,12.94,2
Graduate,12.59,2
Dropout,0.0,3
Graduate,11.85,2
Enrolled,12.42,2
Graduate,11.81,2
Graduate,12.17,2
Graduate,15.94,1
Dropout,0.0,3
Graduate,10.48,2
Enrolled,13.02,1
Graduate,13.33,1
Graduate,14.58,1
Dropout,5.0,3
Graduate,11.86,2
Graduate,13.17,1
Dropout,5.63,3
Enrolled,11.63,2
Dropout,6.0,3
Graduate,13.4,1
Graduate,12.6,2
Dropout,11.63,2
Dropout,0.0,3
Graduate,12.21,2
Dropout,15.37,1
Graduate,12.32,2
Graduate,14.28,1
Enrolled,12.83,2
Graduate,15.87,1
Dropout,0.0,3
Graduate,15.06,1
Dropout,12.0,2
Enrolled,12.49,2
Graduate,11.58,2
Graduate,14.17,1
Dropout,0.0,3
Graduate,13.45,1
Graduate,11.15,2
Enrolled,12.33,2
Dropout,12.12,2
Graduate,11.1,2
Enrolled,11.13,2
Graduate,14.65,1
Graduate,14.29,1
Graduate,12.17,2
Enrolled,11.02,2
Graduate,13.2,1
Graduate,13.4,1
Graduate,12.75,2
Graduate,11.88,2
Graduate,12.79,2
Graduate,13.89,1
Enrolled,13.54,1
Enrolled,12.85,2
Graduate,0.0,3
Graduate,12.25,2
Graduate,16.68,1
Graduate,14.08,1
Enrolled,11.85,2
Graduate,15.39,1
Graduate,11.68,2
Dropout,5.5,3
Graduate,15.11,1
Graduate,14.89,1
Graduate,11.57,2
Graduate,11.33,2
Enrolled,11.91,2
Enrolled,10.96,2
Graduate,10.68,2
Enrolled,12.75,2
Dropout,0.0,3
Graduate,14.75,1
Graduate,15.17,1
Enrolled,11.98,2
Enrolled,10.67,2
Graduate,11.63,2
Dropout,10.17,2
Enrolled,12.92,2
Enrolled,11.17,2
Graduate,0.0,3
Graduate,12.33,2
Graduate,14.33,1
Graduate,15.67,1
Graduate,13.0,1
Graduate,13.05,1
Dropout,12.25,2
Dropout,10.58,2
Dropout,12.38,2
Graduate,11.29,2
Graduate,12.4,2
Dropout,11.98,2
Dropout,12.23,2
Graduate,12.37,2
Enrolled,11.08,2
Dropout,0.0,3
Graduate,13.21,1
Dropout,13.0,1
Graduate,14.54,1
Enrolled,11.2,2
Graduate,14.83,1
Dropout,12.9,2
Graduate,11.42,2
Enrolled,10.75,2
Graduate,13.75,1
Dropout,0.0,3
Dropout,0.0,3
Dropout,0.0,3
Dropout,5.0,3
Dropout,0.0,3
Dropout,0.0,3
Dropout,12.8,2
Enrolled,11.13,2
Dropout,11.81,2
Enrolled,11.63,2
Dropout,0.0,3
Enrolled,12.07,2
Graduate,12.63,2
Dropout,0.0,3
Graduate,12.84,2
Dropout,0.0,3
Graduate,13.5,1
Enrolled,12.08,2
Dropout,10.9,2
Dropout,6.5,3
Dropout,0.0,3
Graduate,13.17,1
Dropout,11.57,2
Dropout,11.25,2
Graduate,10.88,2
Graduate,16.34,1
Enrolled,0.0,3
Graduate,12.37,2
Dropout,0.0,3
Graduate,14.83,1
Graduate,12.92,2
Dropout,10.6,2
Graduate,11.46,2
Enrolled,11.29,2
Dropout,0.0,3
Dropout,5.0,3
Dropout,12.18,2
Graduate,14.98,1
Dropout,0.0,3
Dropout,12.63,2
Graduate,13.81,1
Graduate,13.08,1
Enrolled,11.85,2
Graduate,12.5,2
Graduate,13.4,1
Graduate,14.99,1
Enrolled,11.38,2
Graduate,12.55,2
Dropout,0.0,3
Graduate,13.72,1
Graduate,14.04,1
Graduate,13.2,1
Enrolled,12.33,2
Graduate,14.18,1
Graduate,12.83,2
Enrolled,10.53,2
Graduate,12.17,2
Dropout,11.13,2
Graduate,14.11,1
Dropout,11.53,2
Dropout,12.0,2
Graduate,14.17,1
Graduate,14.46,1
Graduate,11.5,2
Graduate,14.08,1
Dropout,4.9,3
Graduate,10.86,2
Dropout,0.0,3
Dropout,12.67,2
Graduate,12.63,2
Graduate,11.33,2
Graduate,12.77,2
Graduate,12.63,2
Graduate,13.2,1
Graduate,14.32,1
Graduate,12.38,2
Graduate,13.0,1
Dropout,0.0,3
Graduate,14.78,1
Dropout,11.7,2
Graduate,11.92,2
Graduate,13.7,1
Enrolled,11.73,2
Dropout,0.0,3
Dropout,12.44,2
Dropout,11.0,2
Graduate,12.48,2
Graduate,12.83,2
Enrolled,12.0,2
Dropout,6.0,3
Graduate,11.03,2
Dropout,11.5,2
Graduate,14.06,1
Dropout,11.5,2
Graduate,10.92,2
Graduate,13.68,1
Dropout,13.1,1
Enrolled,11.91,2
Graduate,11.08,2
Enrolled,11.5,2
Graduate,13.8,1
Dropout,6.0,3
Dropout,10.71,2
Graduate,11.25,2
Graduate,11.59,2
Dropout,7.0,3
Dropout,6.5,3
Dropout,11.0,2
Enrolled,13.68,1
Enrolled,12.36,2
Graduate,10.88,2
Enrolled,12.37,2
Dropout,12.21,2
Graduate,14.13,1
Dropout,0.0,3
Dropout,0.0,3
Graduate,14.13,1
Graduate,13.39,1
Graduate,14.1,1
Graduate,14.25,1
Graduate,13.33,1
Graduate,13.51,1
Graduate,12.94,2
Graduate,13.42,1
Dropout,0.0,3
Graduate,12.17,2
Dropout,15.31,1
Enrolled,10.58,2
Enrolled,12.63,2
Dropout,0.0,3
Graduate,14.5,1
Dropout,13.5,1
Graduate,0.0,3
Dropout,10.0,2
Graduate,11.6,2
Graduate,12.42,2
Dropout,0.0,3
Dropout,5.25,3
Dropout,13.04,1
Dropout,0.0,3
Enrolled,10.5,2
Graduate,12.17,2
Dropout,5.0,3
Enrolled,14.0,1
Enrolled,11.21,2
Graduate,11.36,2
Dropout,12.08,2
Dropout,11.25,2
Dropout,10.83,2
Graduate,12.53,2
Enrolled,5.0,3
Dropout,6.25,3
Dropout,12.2,2
Dropout,11.67,2
Enrolled,10.84,2
Dropout,0.0,3
Enrolled,12.7,2
Graduate,12.75,2
Enrolled,11.5,2
Dropout,11.83,2
Dropout,12.5,2
Dropout,0.0,3
Dropout,0.0,3
Graduate,11.49,2
Dropout,6.0,3
Enrolled,11.75,2
Dropout,11.25,2
Dropout,11.5,2
Graduate,12.27,2
Graduate,15.3,1
Dropout,5.75,3
Enrolled,12.8,2
Dropout,0.0,3
Dropout,0.0,3
Enrolled,11.5,2
Dropout,12.9,2
Graduate,13.75,1
Graduate,11.7,2
Dropout,0.0,3
Dropout,11.15,2
Dropout,12.25,2
Enrolled,11.75,2
Graduate,14.62,1
Enrolled,14.06,1
Dropout,11.17,2
Dropout,0.0,3
Graduate,12.19,2
Graduate,12.58,2
Graduate,12.35,2
Graduate,12.33,2
Graduate,13.14,1
Graduate,14.58,1
Graduate,12.5,2
Enrolled,11.48,2
Graduate,13.9,1
Dropout,12.92,2
Dropout,12.08,2
Graduate,14.65,1
Dropout,0.0,3
Enrolled,12.92,2
Graduate,10.76,2
Graduate,14.48,1
Graduate,12.54,2
Graduate,13.0,1
Enrolled,11.45,2
Graduate,12.5,2
Graduate,12.89,2
Graduate,12.83,2
Graduate,11.7,2
Enrolled,13.65,1
Graduate,13.84,1
Enrolled,6.63,3
Graduate,14.5,1
Graduate,14.35,1
Graduate,11.92,2
Graduate,13.19,1
Enrolled,13.59,1
Graduate,13.33,1
Graduate,13.8,1
Enrolled,10.73,2
Graduate,0.0,3
Enrolled,12.0,2
Graduate,14.15,1
Dropout,0.0,3
Graduate,13.33,1
Enrolled,13.71,1
Graduate,12.45,2
Enrolled,5.5,3
Dropout,0.0,3
Graduate,13.11,1
Enrolled,14.16,1
Enrolled,12.33,2
Dropout,5.5,3
Graduate,13.86,1
Graduate,13.67,1
Graduate,13.26,1
Dropout,0.0,3
Dropout,12.08,2
Dropout,15.0,1
Dropout,0.0,3
Dropout,6.17,3
Enrolled,10.9,2
Graduate,11.5,2
Dropout,13.42,1
Dropout,0.0,3
Graduate,14.75,1
Graduate,14.2,1
Graduate,14.75,1
Dropout,14.02,1
Dropout,13.92,1
Graduate,12.42,2
Graduate,13.46,1
Enrolled,10.42,2
Graduate,11.69,2
Dropout,11.88,2
Enrolled,11.98,2
Enrolled,12.65,2
Graduate,11.95,2
Graduate,13.25,1
Dropout,11.52,2
Graduate,12.36,2
Dropout,15.19,1
Graduate,0.0,3
Graduate,13.0,1
Graduate,14.54,1
Enrolled,12.21,2
Enrolled,13.44,1
Graduate,11.57,2
Graduate,12.66,2
Dropout,10.0,2
Graduate,13.44,1
Graduate,13.04,1
Graduate,14.67,1
Graduate,11.86,2
Dropout,0.0,3
Graduate,12.9,2
Enrolled,13.13,1
Dropout,11.58,2
Enrolled,11.07,2
Graduate,13.46,1
Dropout,0.0,3
Enrolled,11.75,2
Graduate,11.26,2
Enrolled,10.83,2
Enrolled,12.77,2
Graduate,13.8,1
Graduate,13.42,1
Dropout,0.0,3
Dropout,12.1,2
Dropout,0.0,3
Graduate,15.06,1
Graduate,14.8,1
Dropout,11.95,2
Enrolled,10.5,2
Graduate,13.08,1
Graduate,12.94,2
Graduate,0.0,3
Dropout,0.0,3
Dropout,12.94,2
Dropout,12.0,2
Dropout,11.37,2
Graduate,13.0,1
Dropout,0.0,3
Dropout,12.42,2
Graduate,11.58,2
Dropout,0.0,3
Dropout,0.0,3
Dropout,5.0,3
Dropout,0.0,3
Graduate,11.58,2
Graduate,14.8,1
Dropout,11.15,2
Dropout,12.47,2
Graduate,13.08,1
Enrolled,0.0,3
Dropout,13.1,1
Dropout,6.75,3
Graduate,13.0,1
Graduate,11.73,2
Graduate,12.58,2
Dropout,0.0,3
Dropout,0.0,3
Graduate,11.55,2
Enrolled,11.75,2
Graduate,12.33,2
Dropout,12.76,2
Enrolled,13.7,1
Dropout,0.0,3
Dropout,7.0,3
Dropout,11.46,2
Enrolled,12.13,2
Dropout,0.0,3
Dropout,6.0,3
Dropout,12.0,2
Dropout,11.61,2
Graduate,13.16,1
Dropout,11.45,2
Graduate,14.15,1
Enrolled,10.17,2
Enrolled,14.4,1
Graduate,13.11,1
Dropout,11.4,2
Dropout,12.07,2
Dropout,12.9,2
Enrolled,13.09,1
Graduate,13.57,1
Enrolled,13.22,1
Graduate,14.2,1
Dropout,0.0,3
Dropout,5.5,3
Dropout,11.67,2
Dropout,0.0,3
Dropout,0.0,3
Dropout,11.38,2
Graduate,12.92,2
Dropout,5.0,3
Dropout,12.25,2
Enrolled,12.5,2
Enrolled,13.63,1
Enrolled,10.92,2
Graduate,13.27,1
Graduate,13.35,1
Dropout,0.0,3
Dropout,0.0,3
Graduate,13.48,1
Enrolled,12.36,2
Dropout,0.0,3
Dropout,12.33,2
Dropout,17.11,1
Enrolled,13.18,1
Graduate,13.47,1
Enrolled,11.48,2
Dropout,0.0,3
Enrolled,12.4,2
Graduate,13.55,1
Enrolled,6.53,3
Graduate,13.73,1
Dropout,0.0,3
Dropout,16.0,1
Dropout,0.0,3
Dropout,10.67,2
Graduate,14.5,1
Graduate,13.9,1
Graduate,13.45,1
Dropout,0.0,3
Graduate,11.6,2
Graduate,16.1,1
Dropout,10.44,2
Enrolled,0.0,3
Graduate,13.37,1
Graduate,14.57,1
Graduate,10.35,2
Dropout,10.25,2
Dropout,0.0,3
Graduate,14.83,1
Graduate,13.11,1
Graduate,12.96,2
Dropout,0.0,3
Enrolled,11.5,2
Graduate,13.18,1
Dropout,13.25,1
Dropout,0.0,3
Graduate,13.08,1
Graduate,13.92,1
Dropout,0.0,3
Enrolled,0.0,3
Enrolled,13.15,1
Dropout,12.75,2
Dropout,12.4,2
Enrolled,11.45,2
Dropout,12.63,2
Enrolled,13.04,1
Graduate,12.83,2
Graduate,12.73,2
Dropout,14.8,1
Dropout,0.0,3
Graduate,12.92,2
Graduate,12.83,2
Enrolled,11.9,2
Graduate,12.0,2
Graduate,12.78,2
Dropout,11.4,2
Enrolled,0.0,3
Dropout,15.19,1
Enrolled,0.0,3
Enrolled,12.05,2
Graduate,14.26,1
Dropout,12.25,2
Dropout,11.25,2
Enrolled,12.49,2
Dropout,11.9,2
Enrolled,14.6,1
Dropout,12.7,2
Graduate,13.17,1
Graduate,13.42,1
Dropout,11.63,2
Graduate,15.6,1
Graduate,14.58,1
Dropout,5.5,3
Graduate,11.71,2
Enrolled,11.5,2
Dropout,11.29,2
Enrolled,11.68,2
Dropout,0.0,3
Graduate,14.06,1
Graduate,12.68,2
Dropout,11.25,2
Enrolled,12.25,2
Graduate,12.71,2
Graduate,12.75,2
Graduate,14.93,1
Graduate,12.33,2
Enrolled,12.76,2
Graduate,14.18,1
Graduate,13.64,1
Graduate,13.08,1
Dropout,0.0,3
Graduate,12.83,2
Graduate,12.67,2
Graduate,11.77,2
Graduate,12.55,2
Enrolled,12.28,2
Dropout,0.0,3
Graduate,12.33,2
Dropout,10.83,2
Graduate,12.99,2
Enrolled,12.54,2
Graduate,14.21,1
Enrolled,12.18,2
Graduate,12.5,2
Graduate,12.83,2
Graduate,12.83,2
Graduate,13.87,1
Graduate,12.62,2
Enrolled,12.88,2
Dropout,0.0,3
Graduate,13.77,1
Graduate,12.47,2
Graduate,12.63,2
Dropout,13.75,1
Enrolled,12.51,2
Dropout,14.01,1
Dropout,0.0,3
Graduate,12.67,2
Graduate,12.49,2
Graduate,13.92,1
Graduate,15.25,1
Graduate,13.57,1
Graduate,12.79,2
Graduate,12.83,2
Graduate,12.58,2
Graduate,11.07,2
Dropout,6.5,3
Graduate,15.58,1
Graduate,12.33,2
Dropout,0.0,3
Enrolled,11.1,2
Dropout,0.0,3
Graduate,0.0,3
Dropout,11.25,2
Dropout,15.81,1
Dropout,11.23,2
Dropout,6.0,3
Graduate,11.93,2
Enrolled,13.5,1
Graduate,11.18,2
Dropout,10.5,2
Dropout,7.0,3
Dropout,12.55,2
Dropout,0.0,3
Dropout,11.67,2
Graduate,12.03,2
Enrolled,10.65,2
Graduate,12.37,2
Dropout,0.0,3
Enrolled,12.12,2
Enrolled,12.72,2
Dropout,0.0,3
Dropout,0.0,3
Graduate,14.08,1
Dropout,13.33,1
Graduate,11.23,2
Graduate,0.0,3
Dropout,12.23,2
Dropout,11.79,2
Graduate,12.13,2
Dropout,0.0,3
Dropout,10.54,2
Dropout,0.0,3
Dropout,0.0,3
Enrolled,13.42,1
Dropout,11.5,2
Graduate,0.0,3
Dropout,5.25,3
Dropout,6.75,3
Enrolled,5.5,3
Dropout,5.0,3
Dropout,0.0,3
Dropout,11.33,2
Dropout,12.23,2
Dropout,11.53,2
Dropout,0.0,3
Graduate,14.13,1
Graduate,14.33,1
Graduate,14.5,1
Graduate,12.34,2
Dropout,13.35,1
Graduate,0.0,3
Dropout,12.54,2
Dropout,11.23,2
Graduate,13.2,1
Enrolled,12.92,2
Enrolled,11.42,2
Graduate,14.1,1
Dropout,5.75,3
Dropout,13.26,1
Enrolled,13.38,1
Graduate,13.75,1
Enrolled,15.01,1
Dropout,0.0,3
Graduate,0.0,3
Graduate,12.83,2
Graduate,6.88,3
Dropout,0.0,3
Graduate,13.92,1
